product_id,line,batch_count,tray_no,position,rank
P40000017815,4,178,15,15,A
P40000017904,4,179,27,4,C
P40000017906,4,179,27,6,A
P40000017910,4,179,27,10,A
P40000018016,4,180,12,16,A
P40000018108,4,181,22,8,A
P40000018114,4,181,22,14,A
P40000018201,4,182,29,1,B
P40000018208,4,182,29,8,A
P40000018209,4,182,29,9,B
P40000018411,4,184,21,11,A
P40000018412,4,184,21,12,B
P40000018413,4,184,21,13,B
P40000018506,4,185,26,6,B
P40000018511,4,185,26,11,A
P40000018514,4,185,26,14,A
P40000018609,4,186,18,9,B
P40000018612,4,186,18,12,A
P40000018615,4,186,18,15,A
P40000018616,4,186,18,16,B
P40000018702,4,187,30,2,C
P40000018706,4,187,30,6,B
P40000018806,4,188,20,6,A
P40000018911,4,189,1,11,B
P40000019004,4,190,4,4,B
P40000019015,4,190,4,15,B
P40000019109,4,191,17,9,C
P40000019116,4,191,17,16,B
P40000019211,4,192,11,11,A
P40000019216,4,192,11,16,A
P40000019301,4,193,7,1,B
P40000019307,4,193,7,7,C
P40000019314,4,193,7,14,A
P40000019403,4,194,13,3,C
P40000019508,4,195,3,8,C
P40000019514,4,195,3,14,B
P40000019516,4,195,3,16,C
P40000019614,4,196,5,14,A
P40000020011,4,200,10,11,C
P40000020104,4,201,19,4,B
P40000020115,4,201,19,15,A
P40000020203,4,202,25,3,B
P40000020207,4,202,25,7,B
P40000020401,4,204,9,1,B
P40000020402,4,204,9,2,A
P40000020403,4,204,9,3,A
P40000020405,4,204,9,5,B
P40000020412,4,204,9,12,B
P40000020801,4,208,15,1,B
P40000020803,4,208,15,3,B
P40000020905,4,209,27,5,C
P40000020908,4,209,27,8,B
P40000020909,4,209,27,9,C
P40000021002,4,210,12,2,B
P40000021101,4,211,22,1,B
P40000021116,4,211,22,16,A
P40000021212,4,212,29,12,B
P40000021315,4,213,16,15,A
P40000021407,4,214,21,7,C
P40000021411,4,214,21,11,C
P40000021506,4,215,26,6,C
P40000021512,4,215,26,12,B
P40000021603,4,216,18,3,B
P40000021604,4,216,18,4,B
P40000021613,4,216,18,13,A
P40000021706,4,217,30,6,D
P40000021811,4,218,20,11,A
P40000021902,4,219,1,2,A
P40000021910,4,219,1,10,C
P40000021912,4,219,1,12,A
P40000022012,4,220,4,12,D
P40000022108,4,221,17,8,A
P40000022201,4,222,11,1,D
P40000022208,4,222,11,8,B
P40000022210,4,222,11,10,D
P40000022310,4,223,7,10,B
P40000022313,4,223,7,13,B
P40000022414,4,224,13,14,A
P40000022505,4,225,3,5,C
P40000022508,4,225,3,8,B
P40000022614,4,226,5,14,A
P40000022706,4,227,23,6,B
P40000022712,4,227,23,12,A
P40000022903,4,229,8,3,B
P40000022911,4,229,8,11,B
P40000022915,4,229,8,15,B
P40000023105,4,231,19,5,D
P40000023203,4,232,25,3,B
P40000023204,4,232,25,4,C
P40000023205,4,232,25,5,C
P40000023314,4,233,28,14,A
P40000023408,4,234,9,8,C
P40000023501,4,235,2,1,C
P40000023603,4,236,6,3,B
P40000023707,4,237,24,7,C
P40000023802,4,238,15,2,C
P40000023803,4,238,15,3,B
P40000023805,4,238,15,5,C
P40000023815,4,238,15,15,B
P40000023909,4,239,27,9,B
P40000024015,4,240,12,15,A
P40000024103,4,241,22,3,B
P40000024309,4,243,16,9,A
P40000024501,4,245,26,1,B
P40000024612,4,246,18,12,B
P40000024803,4,248,20,3,A
P40000024911,4,249,1,11,C
P40000025314,4,253,7,14,C
P40000025316,4,253,7,16,B
P40000025407,4,254,13,7,A
P40000025511,4,255,3,11,A
P40000025705,4,257,23,5,B
P40000025812,4,258,14,12,B
P40000025816,4,258,14,16,B
P40000026002,4,260,10,2,C
P40000026006,4,260,10,6,B
P40000026105,4,261,19,5,C
P40000026110,4,261,19,10,B
P40000026309,4,263,28,9,A
P40000026316,4,263,28,16,C
P40000026404,4,264,9,4,B
P40000026410,4,264,9,10,B
P40000026503,4,265,2,3,A
P40000026804,4,268,15,4,B
P40000026813,4,268,15,13,B
P40000026905,4,269,27,5,B
P40000026912,4,269,27,12,A
P40000027001,4,270,12,1,B
P40000027014,4,270,12,14,A
P40000027205,4,272,29,5,B
P40000027208,4,272,29,8,A
P40000027211,4,272,29,11,B
P40000027213,4,272,29,13,B
P40000027316,4,273,16,16,C
P40000027410,4,274,21,10,A
P40000027502,4,275,26,2,B
P40000027503,4,275,26,3,B
P40000027509,4,275,26,9,A
P40000027604,4,276,18,4,B
P40000027608,4,276,18,8,B
P40000027901,4,279,1,1,B
P40000027911,4,279,1,11,A
P40000027912,4,279,1,12,A
P40000027914,4,279,1,14,A
P40000028006,4,280,4,6,B
P40000028108,4,281,17,8,A
P40000028116,4,281,17,16,B
P40000028207,4,282,11,7,D
P40000028213,4,282,11,13,A
P40000028215,4,282,11,15,B
P40000028409,4,284,13,9,C
P40000028412,4,284,13,12,D
P40000028514,4,285,3,14,C
P40000028515,4,285,3,15,B
P40000028516,4,285,3,16,B
P40000028611,4,286,5,11,A
P40000028804,4,288,14,4,C
P40000028812,4,288,14,12,B
P40000028914,4,289,8,14,A
P40000029004,4,290,10,4,B
P40000029107,4,291,19,7,A
P40000029211,4,292,25,11,B
P40000029312,4,293,28,12,D
P40000029315,4,293,28,15,C
P40000029316,4,293,28,16,B
P40000029507,4,295,2,7,B
P40000029511,4,295,2,11,A
P40000029616,4,296,6,16,A
P40000029716,4,297,24,16,C
P40000029801,4,298,15,1,B
P40000029905,4,299,27,5,B
P40000030207,4,302,29,7,C
P40000030211,4,302,29,11,A
P40000030216,4,302,29,16,A
P40000030403,4,304,21,3,A
P40000030409,4,304,21,9,B
P40000030704,4,307,30,4,B
P40000030707,4,307,30,7,A
P40000030809,4,308,20,9,C
P40000030910,4,309,1,10,A
P40000030915,4,309,1,15,A
P40000030916,4,309,1,16,C
P40000031002,4,310,4,2,B
P40000031004,4,310,4,4,C
P40000031008,4,310,4,8,C
P40000031014,4,310,4,14,A
P40000031207,4,312,11,7,A
P40000031209,4,312,11,9,C
P40000031411,4,314,13,11,A
P40000031516,4,315,3,16,A
P40000031815,4,318,14,15,A
P40000032009,4,320,10,9,C
P40000032010,4,320,10,10,B
P40000032216,4,322,25,16,B
P40000032310,4,323,28,10,A
P40000032404,4,324,9,4,B
P40000032415,4,324,9,15,B
P40000032510,4,325,2,10,B
P40000032513,4,325,2,13,B
P40000032515,4,325,2,15,B
P40000032615,4,326,6,15,A
P40000032704,4,327,24,4,B
P40000032711,4,327,24,11,C
P40000032802,4,328,15,2,A
P40000033002,4,330,12,2,A
P40000033103,4,331,22,3,A
P40000033206,4,332,29,6,B
P40000033313,4,333,16,13,C
P40000033403,4,334,21,3,A
P40000033510,4,335,26,10,B
P40000033511,4,335,26,11,A
P40000033516,4,335,26,16,A
P40000033611,4,336,18,11,B
P40000033802,4,338,20,2,B
P40000033903,4,339,1,3,B
P40000033912,4,339,1,12,C
P40000034007,4,340,4,7,C
P40000034010,4,340,4,10,A
P40000034110,4,341,17,10,A
P40000034201,4,342,11,1,B
P40000034214,4,342,11,14,A
P40000034216,4,342,11,16,A
P40000034404,4,344,13,4,A
P40000034406,4,344,13,6,A
P40000034410,4,344,13,10,A
P40000034412,4,344,13,12,C
P40000034707,4,347,23,7,D
P40000035010,4,350,10,10,C
P40000035015,4,350,10,15,A
P40000035105,4,351,19,5,C
P40000035107,4,351,19,7,C
P40000035207,4,352,25,7,B
P40000035406,4,354,9,6,A
P40000035608,4,356,6,8,B
P40000035614,4,356,6,14,A
P40000035706,4,357,24,6,D
P40000035714,4,357,24,14,B
P40000035801,4,358,15,1,B
P40000035912,4,359,27,12,B
P40000036215,4,362,29,15,A
P40000036316,4,363,16,16,C
P40000036410,4,364,21,10,A
P40000036414,4,364,21,14,B
P40000036416,4,364,21,16,A
P40000036709,4,367,30,9,C
P40000036713,4,367,30,13,D
P40000036808,4,368,20,8,B
P40000036909,4,369,1,9,B
P40000036912,4,369,1,12,A
P40000037101,4,371,17,1,A
P40000037202,4,372,11,2,A
P40000037707,4,377,23,7,A
P40000037802,4,378,14,2,A
P40000037804,4,378,14,4,B
P40000037805,4,378,14,5,A
P40000037808,4,378,14,8,A
P40000037905,4,379,8,5,C
P40000037913,4,379,8,13,C
P40000038006,4,380,10,6,A
P40000038102,4,381,19,2,C
P40000038104,4,381,19,4,A
P40000038115,4,381,19,15,B
P40000038203,4,382,25,3,A
P40000038206,4,382,25,6,B
P40000038303,4,383,28,3,B
P40000038304,4,383,28,4,D
P40000038305,4,383,28,5,B
P40000038514,4,385,2,14,B
P40000038607,4,386,6,7,C
P40000038706,4,387,24,6,B
P40000038709,4,387,24,9,A
P40000038814,4,388,15,14,A
P40000038913,4,389,27,13,A
P40000039004,4,390,12,4,A
P40000039102,4,391,22,2,A
P40000039103,4,391,22,3,A
P40000039111,4,391,22,11,B
P40000039112,4,391,22,12,A
P40000039115,4,391,22,15,A
P40000039203,4,392,29,3,A
P40000039208,4,392,29,8,A
P40000039610,4,396,18,10,C
P40000039706,4,397,30,6,A
P40000039816,4,398,20,16,B
P40000040008,4,400,4,8,C
P40000040101,4,401,17,1,B
P40000040116,4,401,17,16,B
P40000040212,4,402,11,12,B
P40000040302,4,403,7,2,A
P40000040402,4,404,13,2,A
P40000040505,4,405,3,5,C
P40000040601,4,406,5,1,A
P40000040610,4,406,5,10,A
P40000040613,4,406,5,13,A
P40000040914,4,409,8,14,B
P40000041114,4,411,19,14,A
P40000041209,4,412,25,9,A
P40000041212,4,412,25,12,C
P40000041303,4,413,28,3,B
P40000041313,4,413,28,13,B
P40000041414,4,414,9,14,C
P40000041501,4,415,2,1,B
P40000041604,4,416,6,4,A
P40000041605,4,416,6,5,B
P40000041713,4,417,24,13,A
P40000041911,4,419,27,11,A
P40000042006,4,420,12,6,A
P40000042008,4,420,12,8,B
P40000042012,4,420,12,12,A
P40000042110,4,421,22,10,B
P40000042203,4,422,29,3,A
P40000042209,4,422,29,9,C
P40000042215,4,422,29,15,A
P40000042306,4,423,16,6,A
P40000042408,4,424,21,8,A
P40000042505,4,425,26,5,B
P40000042512,4,425,26,12,A
P40000042606,4,426,18,6,B
P40000042709,4,427,30,9,D
P40000042902,4,429,1,2,C
P40000042916,4,429,1,16,A
P40000043007,4,430,4,7,D
P40000043201,4,432,11,1,A
P40000043207,4,432,11,7,A
P40000043210,4,432,11,10,A
P40000043302,4,433,7,2,A
P40000043307,4,433,7,7,A
P40000043405,4,434,13,5,D
P40000043416,4,434,13,16,B
P40000043509,4,435,3,9,B
P40000043515,4,435,3,15,A
P40000043614,4,436,5,14,A
P40000043911,4,439,8,11,C
P40000044010,4,440,10,10,C
P40000044104,4,441,19,4,C
P40000044213,4,442,25,13,B
P40000044303,4,443,28,3,B
P40000044410,4,444,9,10,B
P40000044701,4,447,24,1,C
P40000044804,4,448,15,4,C
P40000044809,4,448,15,9,C
P40000044813,4,448,15,13,B
P40000044901,4,449,27,1,A
P40000044914,4,449,27,14,A
P40000045016,4,450,12,16,A
P40000045104,4,451,22,4,B
P40000045112,4,451,22,12,B
P40000045303,4,453,16,3,B
P40000045408,4,454,21,8,B
P40000045409,4,454,21,9,B
P40000045410,4,454,21,10,A
P40000045516,4,455,26,16,B
P40000045707,4,457,30,7,B
P40000045909,4,459,1,9,D
P40000046009,4,460,4,9,A
P40000046109,4,461,17,9,B
P40000046203,4,462,11,3,A
P40000046209,4,462,11,9,A
P40000046303,4,463,7,3,B
P40000046315,4,463,7,15,A
P40000046316,4,463,7,16,B
P40000046405,4,464,13,5,B
P40000046411,4,464,13,11,A
P40000046501,4,465,3,1,C
P40000046516,4,465,3,16,D
P40000046805,4,468,14,5,C
P40000046806,4,468,14,6,B
P40000046808,4,468,14,8,B
P40000046813,4,468,14,13,C
P40000046816,4,468,14,16,C
P40000047304,4,473,28,4,D
P40000047403,4,474,9,3,B
P40000047405,4,474,9,5,B
P40000047415,4,474,9,15,B
P40000047602,4,476,6,2,A
P40000047609,4,476,6,9,A
P40000047805,4,478,15,5,C
P40000047914,4,479,27,14,A
P40000047915,4,479,27,15,B
P40000048014,4,480,12,14,A
P40000048112,4,481,22,12,B
P40000048116,4,481,22,16,B
P40000048315,4,483,16,15,A
P40000048316,4,483,16,16,B
P40000048403,4,484,21,3,B
P40000048414,4,484,21,14,B
P40000048503,4,485,26,3,A
P40000048505,4,485,26,5,B
P40000048516,4,485,26,16,B
P40000048714,4,487,30,14,A
P40000048813,4,488,20,13,A
P40000048903,4,489,1,3,A
P40000048904,4,489,1,4,B
P40000048908,4,489,1,8,B
P40000049110,4,491,17,10,A
P40000049305,4,493,7,5,C
P40000049306,4,493,7,6,B
P40000049312,4,493,7,12,B
P40000049415,4,494,13,15,A
P40000049505,4,495,3,5,B
P40000049810,4,498,14,10,A
P40000049907,4,499,8,7,C
P40000049914,4,499,8,14,C
P40000050005,4,500,10,5,B
P40000050008,4,500,10,8,B
P40000050116,4,501,19,16,B
P40000050214,4,502,25,14,B
P40000050310,4,503,28,10,B
P40000050402,4,504,9,2,A
P40000050408,4,504,9,8,C
P40000050410,4,504,9,10,A
P40000050607,4,506,6,7,B
P40000050708,4,507,24,8,B
P40000050806,4,508,15,6,D
P40000050914,4,509,27,14,A
P40000051109,4,511,22,9,B
P40000051204,4,512,29,4,A
P40000051309,4,513,16,9,C
P40000051607,4,516,18,7,C
P40000051813,4,518,20,13,B
P40000051907,4,519,1,7,D
P40000051911,4,519,1,11,C
P40000052013,4,520,4,13,A
P40000052116,4,521,17,16,C
P40000052205,4,522,11,5,B
P40000052206,4,522,11,6,A
P40000052212,4,522,11,12,A
P40000052306,4,523,7,6,B
P40000052310,4,523,7,10,A
P40000052314,4,523,7,14,A
P40000052408,4,524,13,8,B
P40000052504,4,525,3,4,A
P40000052804,4,528,14,4,B
P40000052815,4,528,14,15,B
P40000053105,4,531,19,5,D
P40000053216,4,532,25,16,B
P40000053302,4,533,28,2,A
P40000053413,4,534,9,13,B
P40000053508,4,535,2,8,B
P40000053609,4,536,6,9,C
P40000053713,4,537,24,13,A
P40000053802,4,538,15,2,A
P40000053803,4,538,15,3,A
P40000053805,4,538,15,5,B
P40000053814,4,538,15,14,A
P40000053816,4,538,15,16,C
P40000054101,4,541,22,1,B
P40000054106,4,541,22,6,A
P40000054201,4,542,29,1,D
P40000054309,4,543,16,9,C
P40000054313,4,543,16,13,B
P40000054315,4,543,16,15,A
P40000054501,4,545,26,1,B
P40000054608,4,546,18,8,C
P40000054609,4,546,18,9,B
P40000054616,4,546,18,16,B
P40000054810,4,548,20,10,B
P40000054816,4,548,20,16,A
P40000054904,4,549,1,4,C
P40000054913,4,549,1,13,C
P40000055105,4,551,17,5,C
P40000055112,4,551,17,12,A
P40000055301,4,553,7,1,B
P40000055311,4,553,7,11,A
P40000055315,4,553,7,15,A
P40000055408,4,554,13,8,B
P40000055413,4,554,13,13,B
P40000055704,4,557,23,4,B
P40000055707,4,557,23,7,B
P40000055715,4,557,23,15,A
P40000055716,4,557,23,16,A
P40000055802,4,558,14,2,B
P40000055809,4,558,14,9,B
P40000055902,4,559,8,2,D
P40000056201,4,562,25,1,C
P40000056216,4,562,25,16,B
P40000056314,4,563,28,14,A
P40000056405,4,564,9,5,B
P40000056409,4,564,9,9,B
P40000056415,4,564,9,15,B
P40000056502,4,565,2,2,B
P40000056506,4,565,2,6,C
P40000056708,4,567,24,8,C
P40000056805,4,568,15,5,B
P40000057010,4,570,12,10,B
P40000057103,4,571,22,3,C
P40000057213,4,572,29,13,C
P40000057304,4,573,16,4,B
P40000057306,4,573,16,6,C
P40000057311,4,573,16,11,A
P40000057402,4,574,21,2,B
P40000057416,4,574,21,16,A
P40000057507,4,575,26,7,C
P40000057509,4,575,26,9,B
P40000057607,4,576,18,7,A
P40000057701,4,577,30,1,B
P40000057713,4,577,30,13,C
P40000058010,4,580,4,10,B
P40000058016,4,580,4,16,C
P40000058106,4,581,17,6,D
P40000058206,4,582,11,6,A
P40000058306,4,583,7,6,A
P40000058406,4,584,13,6,B
P40000058415,4,584,13,15,B
P40000058702,4,587,23,2,B
P40000058712,4,587,23,12,A
P40000058811,4,588,14,11,B
P40000058814,4,588,14,14,A
P40000058907,4,589,8,7,C
P40000059003,4,590,10,3,D
P40000059007,4,590,10,7,C
P40000059008,4,590,10,8,C
P40000059314,4,593,28,14,B
P40000059412,4,594,9,12,C
P40000059511,4,595,2,11,A
P40000059604,4,596,6,4,B
P40000059606,4,596,6,6,B
P40000059707,4,597,24,7,C
P40000059902,4,599,27,2,B
P40000059913,4,599,27,13,C
P40000060304,4,603,16,4,A
P40000060306,4,603,16,6,B
P40000060315,4,603,16,15,B
P40000060407,4,604,21,7,A
P40000060413,4,604,21,13,B
P40000060508,4,605,26,8,D
P40000060602,4,606,18,2,B
P40000060603,4,606,18,3,C
P40000060612,4,606,18,12,B
P40000060614,4,606,18,14,A
P40000060703,4,607,30,3,B
P40000060709,4,607,30,9,C
P40000060805,4,608,20,5,A
P40000060904,4,609,1,4,C
P40000061104,4,611,17,4,C
P40000061208,4,612,11,8,B
P40000061213,4,612,11,13,B
P40000061310,4,613,7,10,D
P40000061401,4,614,13,1,C
P40000061403,4,614,13,3,A
P40000061408,4,614,13,8,B
P40000061415,4,614,13,15,A
P40000061503,4,615,3,3,B
P40000061512,4,615,3,12,A
P40000061513,4,615,3,13,B
P40000061605,4,616,5,5,C
P40000061615,4,616,5,15,B
P40000061705,4,617,23,5,B
P40000061712,4,617,23,12,A
P40000061714,4,617,23,14,A
P40000061911,4,619,8,11,B
P40000061912,4,619,8,12,C
P40000062216,4,622,25,16,B
P40000062302,4,623,28,2,A
P40000062313,4,623,28,13,B
P40000062407,4,624,9,7,B
P40000062409,4,624,9,9,C
P40000062411,4,624,9,11,C
P40000062704,4,627,24,4,C
P40000062715,4,627,24,15,C
P40000063015,4,630,12,15,A
P40000063101,4,631,22,1,C
P40000063102,4,631,22,2,B
P40000063106,4,631,22,6,C
P40000063108,4,631,22,8,C
P40000063114,4,631,22,14,C
P40000063209,4,632,29,9,C
P40000063415,4,634,21,15,A
P40000063502,4,635,26,2,A
P40000063602,4,636,18,2,A
P40000063603,4,636,18,3,A
P40000063604,4,636,18,4,B
P40000063610,4,636,18,10,B
P40000063709,4,637,30,9,C
P40000063803,4,638,20,3,B
P40000063806,4,638,20,6,B
P40000063810,4,638,20,10,B
P40000063815,4,638,20,15,A
P40000063909,4,639,1,9,C
P40000064002,4,640,4,2,A
P40000064116,4,641,17,16,B
P40000064201,4,642,11,1,C
P40000064302,4,643,7,2,B
P40000064501,4,645,3,1,D
P40000064610,4,646,5,10,A
P40000064707,4,647,23,7,A
P40000064709,4,647,23,9,C
P40000064807,4,648,14,7,A
P40000064908,4,649,8,8,B
P40000065008,4,650,10,8,C
P40000065015,4,650,10,15,A
P40000065206,4,652,25,6,C
P40000065410,4,654,9,10,C
P40000065411,4,654,9,11,B
P40000065506,4,655,2,6,B
P40000065604,4,656,6,4,A
P40000065616,4,656,6,16,A
P40000065804,4,658,15,4,B
P40000065809,4,658,15,9,C
P40000065902,4,659,27,2,A
P40000065905,4,659,27,5,B
P40000065916,4,659,27,16,C
P40000066003,4,660,12,3,A
P40000066108,4,661,22,8,B
P40000066109,4,661,22,9,C
P40000066114,4,661,22,14,A
P40000066209,4,662,29,9,B
P40000066211,4,662,29,11,A
P40000066212,4,662,29,12,B
P40000066313,4,663,16,13,D
P40000066413,4,664,21,13,D
P40000066502,4,665,26,2,B
P40000066503,4,665,26,3,B
P40000066613,4,666,18,13,B
P40000066704,4,667,30,4,A
P40000066708,4,667,30,8,A
P40000066815,4,668,20,15,A
P40000067009,4,670,4,9,A
P40000067101,4,671,17,1,B
P40000067105,4,671,17,5,A
P40000067201,4,672,11,1,C
P40000067202,4,672,11,2,A
P40000067214,4,672,11,14,A
P40000067402,4,674,13,2,B
P40000067403,4,674,13,3,A
P40000067407,4,674,13,7,A
P40000067414,4,674,13,14,B
P40000067805,4,678,14,5,D
P40000068013,4,680,10,13,B
P40000068202,4,682,25,2,C
P40000068206,4,682,25,6,B
P40000068307,4,683,28,7,B
P40000068312,4,683,28,12,C
P40000068705,4,687,24,5,C
P40000068716,4,687,24,16,C
P40000068814,4,688,15,14,A
P40000068908,4,689,27,8,B
P40000068912,4,689,27,12,C
P40000069013,4,690,12,13,C
P40000069103,4,691,22,3,A
P40000069116,4,691,22,16,A
P40000069208,4,692,29,8,C
P40000069211,4,692,29,11,A
P40000069214,4,692,29,14,A
P40000069411,4,694,21,11,B
P40000069506,4,695,26,6,B
P40000069509,4,695,26,9,A
P40000069609,4,696,18,9,D
P40000069704,4,697,30,4,B
P40000069811,4,698,20,11,B
P40000069911,4,699,1,11,C
P40000070009,4,700,4,9,C
P40000070012,4,700,4,12,B
P40000070101,4,701,17,1,B
P40000070107,4,701,17,7,A
P40000070313,4,703,7,13,D
P40000070502,4,705,3,2,D
P40000070508,4,705,3,8,C
P40000070509,4,705,3,9,D
P40000070601,4,706,5,1,B
P40000070603,4,706,5,3,B
P40000070801,4,708,14,1,D
P40000070902,4,709,8,2,D
P40000070914,4,709,8,14,C
P40000071005,4,710,10,5,B
P40000071103,4,711,19,3,A
P40000071111,4,711,19,11,A
P40000071113,4,711,19,13,B
P40000071115,4,711,19,15,A
P40000071310,4,713,28,10,B
P40000071314,4,713,28,14,A
P40000071315,4,713,28,15,C
P40000071503,4,715,2,3,D
P40000071508,4,715,2,8,D
P40000071601,4,716,6,1,D
P40000071606,4,716,6,6,D
P40000071610,4,716,6,10,D
P40000071613,4,716,6,13,C
P40000071708,4,717,24,8,D
P40000071906,4,719,27,6,A
P40000071913,4,719,27,13,A
P40000072001,4,720,12,1,C
P40000072101,4,721,22,1,C
P40000072308,4,723,16,8,C
P40000072405,4,724,21,5,B
P40000072416,4,724,21,16,B
P40000072512,4,725,26,12,C
P40000072513,4,725,26,13,B
P40000072516,4,725,26,16,B
P40000072603,4,726,18,3,A
P40000072607,4,726,18,7,C
P40000072801,4,728,20,1,A
P40000072804,4,728,20,4,B
P40000073206,4,732,11,6,B
P40000073208,4,732,11,8,A
P40000073301,4,733,7,1,B
P40000073304,4,733,7,4,B
P40000073308,4,733,7,8,C
P40000073314,4,733,7,14,B
P40000073404,4,734,13,4,C
P40000073416,4,734,13,16,A
P40000073712,4,737,23,12,C
P40000073714,4,737,23,14,B
P40000073716,4,737,23,16,B
P40000073806,4,738,14,6,D
P40000073912,4,739,8,12,C
P40000074115,4,741,19,15,B
P40000074212,4,742,25,12,B
P40000074307,4,743,28,7,B
P40000074415,4,744,9,15,B
P40000074505,4,745,2,5,B
P40000074603,4,746,6,3,A
P40000074611,4,746,6,11,A
P40000074615,4,746,6,15,B
P40000074810,4,748,15,10,C
P40000074905,4,749,27,5,A
P40000075110,4,751,22,10,D
P40000075112,4,751,22,12,B
P40000075206,4,752,29,6,B
P40000075305,4,753,16,5,B
P40000075503,4,755,26,3,B
P40000075510,4,755,26,10,A
P40000075712,4,757,30,12,B
P40000075803,4,758,20,3,A
P40000075906,4,759,1,6,B
P40000075907,4,759,1,7,B
P40000075908,4,759,1,8,B
P40000076004,4,760,4,4,D
P40000076012,4,760,4,12,C
P40000076113,4,761,17,13,B
P40000076206,4,762,11,6,B
P40000076310,4,763,7,10,D
P40000076405,4,764,13,5,D
P40000076409,4,764,13,9,C
P40000076507,4,765,3,7,C
P40000076604,4,766,5,4,D
P40000076609,4,766,5,9,C
P40000076703,4,767,23,3,A
P40000076704,4,767,23,4,B
P40000076716,4,767,23,16,C
P40000076804,4,768,14,4,C
P40000076805,4,768,14,5,A
P40000076809,4,768,14,9,C
P40000076907,4,769,8,7,B
P40000076913,4,769,8,13,B
P40000076915,4,769,8,15,D
P40000077016,4,770,10,16,B
P40000077110,4,771,19,10,B
P40000077215,4,772,25,15,A
P40000077304,4,773,28,4,D
P40000077305,4,773,28,5,A
P40000077306,4,773,28,6,A
P40000077315,4,773,28,15,B
P40000077407,4,774,9,7,D
P40000077510,4,775,2,10,A
P40000077611,4,776,6,11,A
P40000077709,4,777,24,9,B
P40000078009,4,780,12,9,D
P40000078110,4,781,22,10,C
P40000078112,4,781,22,12,B
P40000078207,4,782,29,7,A
P40000078303,4,783,16,3,C
P40000078405,4,784,21,5,B
P40000078415,4,784,21,15,A
P40000078507,4,785,26,7,D
P40000078609,4,786,18,9,B
P40000078904,4,789,1,4,C
P40000079004,4,790,4,4,C
P40000079015,4,790,4,15,B
P40000079202,4,792,11,2,B
P40000079213,4,792,11,13,C
P40000079215,4,792,11,15,A
P40000079216,4,792,11,16,C
P40000079302,4,793,7,2,C
P40000079308,4,793,7,8,C
P40000079316,4,793,7,16,B
P40000079401,4,794,13,1,B
P40000079510,4,795,3,10,C
P40000079605,4,796,5,5,B
P40000079706,4,797,23,6,B
P40000079903,4,799,8,3,C
P40000080006,4,800,10,6,D
P40000080011,4,800,10,11,B
P40000080103,4,801,19,3,C
P40000080109,4,801,19,9,D
P40000080311,4,803,28,11,D
P40000080316,4,803,28,16,C
P40000080403,4,804,9,3,D
P40000080410,4,804,9,10,C
P40000080511,4,805,2,11,B
P40000080606,4,806,6,6,D
P40000080709,4,807,24,9,D
P40000080812,4,808,15,12,B
P40000080908,4,809,27,8,C
P40000080912,4,809,27,12,B
P40000081007,4,810,12,7,A
P40000081012,4,810,12,12,B
P40000081403,4,814,21,3,B
P40000081501,4,815,26,1,C
P40000081516,4,815,26,16,B
P40000082005,4,820,4,5,B
P40000082006,4,820,4,6,A
P40000082010,4,820,4,10,B
P40000082109,4,821,17,9,C
P40000082110,4,821,17,10,A
P40000082115,4,821,17,15,B
P40000082205,4,822,11,5,C
P40000082216,4,822,11,16,B
P40000082307,4,823,7,7,A
P40000082405,4,824,13,5,B
P40000082409,4,824,13,9,B
P40000082604,4,826,5,4,B
P40000082607,4,826,5,7,B
P40000082609,4,826,5,9,D
P40000082801,4,828,14,1,B
P40000082804,4,828,14,4,B
P40000082916,4,829,8,16,C
P40000083010,4,830,10,10,A
P40000083101,4,831,19,1,C
P40000083113,4,831,19,13,B
P40000083204,4,832,25,4,B
P40000083301,4,833,28,1,B
P40000083305,4,833,28,5,C
P40000083404,4,834,9,4,C
P40000083606,4,836,6,6,B
P40000083609,4,836,6,9,B
P40000083812,4,838,15,12,C
P40000083902,4,839,27,2,B
P40000083907,4,839,27,7,B
P40000084009,4,840,12,9,D
P40000084103,4,841,22,3,A
P40000084114,4,841,22,14,A
P40000084115,4,841,22,15,B
P40000084116,4,841,22,16,B
P40000084313,4,843,16,13,B
P40000084412,4,844,21,12,B
P40000084512,4,845,26,12,D
P40000084711,4,847,30,11,D
P40000084809,4,848,20,9,B
P40000084905,4,849,1,5,D
P40000084911,4,849,1,11,A
P40000085008,4,850,4,8,D
P40000085013,4,850,4,13,B
P40000085204,4,852,11,4,D
P40000085403,4,854,13,3,A
P40000085413,4,854,13,13,D
P40000085606,4,856,5,6,C
P40000085609,4,856,5,9,C
P40000085610,4,856,5,10,C
P40000085701,4,857,23,1,D
P40000085709,4,857,23,9,B
P40000085809,4,858,14,9,C
P40000085902,4,859,8,2,D
P40000086005,4,860,10,5,B
P40000086007,4,860,10,7,A
P40000086015,4,860,10,15,B
P40000086110,4,861,19,10,B
P40000086214,4,862,25,14,A
P40000086412,4,864,9,12,C
P40000086501,4,865,2,1,C
P40000086507,4,865,2,7,A
P40000086516,4,865,2,16,C
P40000086614,4,866,6,14,B
P40000086703,4,867,24,3,B
P40000086908,4,869,27,8,C
P40000087016,4,870,12,16,B
P40000087103,4,871,22,3,A
P40000087301,4,873,16,1,D
P40000087415,4,874,21,15,A
P40000087510,4,875,26,10,C
P40000087514,4,875,26,14,B
P40000087607,4,876,18,7,A
P40000087609,4,876,18,9,B
